Kmalloc Time (s),Latency (µs),Bytes
45676.488115,177716.99999866541,32.0
45675.75517,915515.000000596,4096.0
45675.743519,927172.9999964009,32.0
45675.75432,923346.000003221,504.0
45676.096738,580968.0000020307,48.0
45676.117637,560070.9999998799,32.0
45675.75517,925900.0000020023,4096.0
45676.015987,665087.0000012219,32.0
45675.75517,927916.0000005504,4096.0
45676.015987,667102.99999977,32.0
45676.125967,557619.9999995879,32.0
45675.75432,929671.9999983907,504.0
45676.161991,522025.999998732,48.0
45676.161979,522041.00000381004,32.0
45675.75432,932768.999999098,504.0
45676.505552,181668.99999778252,48.0
45675.747499,939724.0000034799,24.0
45675.75517,934825.0000039116,4096.0
45676.125967,564032.0000020438,32.0
45675.947551,746494.9999994133,11.0
45676.369691,326232.9999997746,32.0
45675.75432,943881.9999995758,504.0
45675.75517,945826.0000028531,4096.0
45676.125967,575033.0000009853,32.0
45675.939731,768496.0000042338,4096.0
45676.00896,709655.9999990859,2048.0
45675.75432,969200.9999998845,504.0
45676.173816,549742.9999959422,48.0
45676.3721,351460.99999838043,32.0
45675.939731,786843.0000016815,4096.0
45676.037469,689108.9999990072,32.0
45675.939731,787895.0000012992,4096.0
45675.75517,1212012.0000035968,4096.0
45676.967125,60.999998822808266,32.0
45676.014165,953366.0000015516,32.0
45675.75432,1213632.9999993904,504.0
45676.161991,805983.9999987162,48.0
45676.015987,951990.0000013877,32.0
45676.983794,-7064.99999796506,32.0
45676.979934,-1593.0000008665957,32.0
45675.75432,1224761.9999980088,504.0
45676.259992,719114.9999998743,48.0
45676.979773,-663.9999992330559,32.0
45675.75432,1225380.000003497,504.0
45676.979785,-59.00000542169437,48.0
45676.488115,491612.9999983241,32.0
45675.75517,1228677.000006428,4096.0
45676.983794,56.99999746866524,32.0
45675.754048,1230445.0000010547,840.0
45675.75432,1230625.999996846,504.0
45676.505552,479425.9999980568,48.0
45676.10943,875550.0000042957,32.0
45675.75517,1231428.0000064173,4096.0
45676.986556,45.99999374477193,32.0
45676.12986,857055.0000004005,32.0
45675.75432,1232772.000003024,504.0
45676.129594,857657.0000004722,48.0
45676.12956,857693.9999984461,32.0
45675.75517,1235845.0000028824,4096.0
45676.990976,43.000000005122274,32.0
45676.125967,865461.0000012326,32.0
45675.75432,1237994.0000028,504.0
45675.75432,1240592.000001925,504.0
45676.481512,513427.9999983846,48.0
45676.99499,-48.00000169780105,32.0
45676.009591,986647.9999982403,48.0
45676.00957,986671.9999990892,32.0
45675.75517,1242862.0000064257,4096.0
45675.743519,1254516.999993939,32.0
45676.013539,986633.0000004382,48.0
45676.013522,986654.0000002715,32.0
45675.75517,1246742.000002996,4096.0
45675.743519,1258395.9999974468,32.0
45675.75432,1250044.0000003437,504.0
45676.096738,910765.0000005378,48.0
45677.031051,-23545.999996713363,32.0
45676.018522,989013.9999988605,48.0
45676.018506,989030.9999973397,32.0
45676.157838,849783.9999981807,48.0
45677.023915,-16290.999999910127,32.0
45675.75517,1255192.0000041719,4096.0
45675.747295,1263071.0000012186,24.0
45676.968199,44516.99999481207,32.0
45676.161991,851512.0000010938,48.0
45676.967125,46381.00000011036,32.0
45676.106834,907591.0000028671,48.0
45676.10592,908508.0000004382,32.0
45676.012547,1003071.9999995199,48.0
45676.012529,1003095.0000000303,32.0
45675.75517,1268787.0000008843,4096.0
45677.023915,45.000000682193786,32.0
